id,name,type,description,confidence,mentions,is_anchor
355,何浪萍,人物,岭南派扬琴演奏家,0.95,12,0
356,光绪二年,朝代年号,1876年，邓实在此年南归广东,0.95,12,0
357,佛山精武会,非遗技艺,佛山地区的精武会分会，参加省运会比赛,0.95,12,0
358,佛山精武体育会,宗族姓氏,成立于佛山，后迁至中山公园内,0.95,12,0
359,张大千,人物,文中提及的交往对象,0.95,12,0
360,佛山剪纸,非遗技艺,佛山传统民间艺术，反映现实生活内容,0.95,12,0
361,颜宗,人物,全国性影响的画家,0.95,12,0
362,黄炳,人物,石湾陶艺大师，擅长人物绘画,0.95,12,0
363,张维屏,人物,清代文学家、官员，字子树，号南山晚，曾任黄梅、广济知县等职,0.95,12,0
364,何丹山,人物,清代画家，著有画苑，与上蒙圣、葛少堂、罗岸仙等画家有交往,0.95,12,0
365,简氏兄弟,人物,经营南洋兄弟烟草公司，宣传国货，创办南洋兄弟公司竹嘴厂和祥利织造三专织纱组,0.95,12,0
366,狮头,非遗技艺,佛山传统手工艺品，具有典型的东方民间艺术风格,0.95,12,0
367,赛龙舟,非遗技艺,端午节期间的传统活动之一,0.95,12,0
368,靓少佳,人物,京剧名演员,0.95,12,0
369,葛洪,人物,东晋著名道士、医药学家，丹灶人,0.95,12,0
370,南海诗社,宗族姓氏,南海诗歌爱好者组织,0.9,12,0
371,曾宪就,人物,南海县青年艺术家，作品入选省展,0.95,12,0
372,黎明晖,人物,南海县文艺界代表，出席市级会议,0.95,12,0
373,何克承,人物,全国首届时代杯中华书法大赛优秀奖获得者,0.95,12,0
374,关性乔,人物,南海县老年诗书画摄影协会会长之一,0.95,12,0
375,九江中学,建筑遗迹,1932年成立的学校，位于佛山市南海区九江镇,0.95,12,0
376,陈剑云,人物,1996年创作小说《水乡榨事》,0.95,12,0
377,鱼花,物产饮食,南海区特色物产，与渔业相关,0.95,12,0
378,粤曲,非遗技艺,广东地方戏曲形式，以唱腔为主,0.95,12,0
379,《新学伪经考》,典籍作品,康有为著作，批判传统儒学,0.95,12,0
380,梁姓,宗族姓氏,南海区正星农业生产合作社村民姓氏之一,0.95,12,0
381,象林寺,建筑遗迹,位于麻奢的寺庙，有住持僧参和尚,0.95,12,0
382,天湖,地名,狮山镇附近的一处湖泊,0.95,12,0
383,逍遥台,建筑遗迹,西樵山上的摩崖石刻地点,0.95,12,0
384,《格术补》,典籍作品,邹伯奇的光学论文之一,0.95,12,0
385,苏东坡,人物,北宋文学家、政治家，被贬至南海九江月山一带,0.95,12,0
386,南海传说,典籍作品,南海地区流传的民间故事和传说,0.95,12,0
387,光叔,人物,南海西樵人，舞狮技艺精湛，多次参与重要活动,0.95,12,0
388,李有泉,人物,大沥镇中联电缆实业有限公司董事长，担任中国龙狮协会副主席,0.95,12,0
389,孔安道,人物,孔昭奎和孔子第71代传人，与孔村西社相关,0.95,12,0
390,梁寄鸥,人物,民盟佛山南海支部主任委员、南海师范学校第二校长，革命战友,0.95,12,0
391,李卓峰,人物,南海九江人，爱国商人，支持孙中山革命,0.95,12,0
392,云衢书屋,建筑遗迹,康有为祖产之一，后辟为马路,0.9,12,0
393,戊戌维新运动,历史事件,1898年发生的旨在通过变法实现国家富强的政治运动,0.9,12,0
394,曾镜涵,人物,南海中学的重要管理者，参与学校复课与重建工作,0.95,12,0
395,吴日升,人物,字晓帆，大堡兴贤乡人，清代翰林检讨，不愿出仕,0.95,12,0
396,区杰,人物,后门中学校友会理事,0.95,12,0
397,同治七年,朝代年号,清朝同治年间,0.95,11,0
398,黃氏,人物,季廣川之妻，年九十一歲,0.95,11,0
399,石湾镇,地名,佛山市南海区的镇街之一,0.95,11,0
400,钟鼓楼,建筑遗迹,佛山祖庙轴线上的建筑之一，位于锦香池北侧。,0.95,11,0
401,光绪七年,朝代年号,1881年，光绪年间,0.95,11,0
402,澜石,地名,南海区古代村落,0.95,11,0
403,高明,地名,佛山市下辖县,0.95,11,0
404,区梦觉,人物,革命家,0.95,11,0
405,吴采南,人物,六代相传的儿科名医,0.95,11,0
406,陈白沙,人物,明代著名诗人、哲学家,0.95,11,0
407,刘传,人物,民间艺人，石湾陶艺的传承者,0.95,11,0
408,戴翼丰,人物,原名曾谋，号启性，江浦戴氏第十八世孙，曾任佛山孔庙敬撰机联，后在朝廷担任要职。,0.95,11,0
409,黄埔军校,典籍作品,中国近代军事学校之一，培养了大量军事人才。,0.95,11,0
410,周恩来,人物,中华人民共和国开国总理,0.95,11,0
411,广州起义,历史事件,具体历史事件,0.95,11,0
412,洪拳,非遗技艺,南派武术之一，具有代表性,0.95,11,0
413,岭南画派,非遗技艺,20世纪初以高剑父、高奇峰、陈树人等为代表的艺术流派,0.95,11,0
414,梁华甫,人物,20世纪石湾陶艺代表性人物，出生于石湾下约亲睦坊银带埠的陶艺世家,0.95,11,0
415,陈士炯,人物,岭南画派传人，出生于佛山市禅城区岗梓里，1912年出生,0.95,11,0
416,李少芳,人物,杰出粤曲艺人，粤曲艺术传承者,0.95,11,0
417,何秉聪,人物,1918-1999年生，南海陶艺人，香港艺术发展局艺术终身成就奖获得者,0.95,11,0
418,云门,建筑遗迹,西樵山清代道观，现建有牌坊,0.95,11,0
419,民国27年,朝代年号,中华民国第27年，1938年,0.95,11,0
420,李广海,人物,民国时期佛山名医，以跌打骨科闻名,0.95,11,0
421,天地会,非遗技艺,清末民间秘密反清团体，又名三合会、洪门会,0.95,11,0
422,民国元年,朝代年号,中华民国第一个年号，1912年,0.95,11,0
423,光绪十九年,朝代年号,清光绪年间的一个具体年份,0.95,11,0
424,黄友棣,人物,民国时期南海中学教师，创作抗战歌曲《抗歌战号》,0.95,11,0
425,广东省,朝代年号,民国及中华人民共和国成立后的省级行政区划,0.9,11,0
426,香港西医书院,建筑遗迹,一所结合科学和医疗技术的大学，由何启等人创办,0.95,11,0
427,叶桂容,人物,佛山市南海市委宣传部部长,0.95,11,0
428,盐步镇,地名,佛山市的一个镇街,0.95,11,0
429,沙头镇,地名,佛山市南海区下属的一个镇,0.95,11,0
430,狮山,地名,佛山市南海区的一个镇街,0.95,11,0
431,显岗,地名,南海区地名，具体村庄名,0.95,11,0
432,官山涌,地名,沿该水道分布村落，流向为东西,0.95,11,0
433,云瀛书院,建筑遗迹,西樵山上的清代书院，曾为抗日救亡宣传活动场所,0.9,11,0
434,显岗村,地名,西樵区的行政村,0.95,11,0
435,曹松,人物,唐代诗人，曾隐居西樵山,0.95,11,0
436,民乐圩,地名,民乐镇内的传统集市，逢二、五、八日为圩期,0.95,11,0
437,文武庙,建筑遗迹,供奉文曲星和关帝的庙宇,0.95,11,0
438,奎光楼,建筑遗迹,位于白云洞景区前，为西樵最早设立的公交车站,0.95,11,1
439,何维柏,人物,明代官员，曾任南京礼部尚书,0.95,11,0
440,黎明,人物,岭南画派画家，师从高剑父，南海书画家,0.95,11,0
441,南海龙舟队,非遗技艺,由南海县选拔队员组成的县级龙舟队，多次参加国内外比赛并取得优异成绩,0.95,11,0
442,连州,地名,发生水灾导致康有为祖父去世的地方,0.95,11,0
443,戊戌政变,历史事件,1898年发生的中国历史事件,0.9,11,0
444,邓刚,人物,民国时期国民党中将，出生于南海里水镇邓岗村，曾任留江警备司令等职,0.95,11,0
445,礼山,地名,朱九江辞官返乡后在礼山下设馆讲学的地方。,0.95,11,0
446,孔潜珍,人物,石中第二届毕业生，校友之一,0.95,11,0
447,梁炳钊,人物,顾问之一,0.95,11,0
448,学宫,建筑遗迹,南海县学宫，咸丰年间遭战火损毁,0.95,10,0
449,光绪三十年,朝代年号,清朝末年年号，对应1898年,0.95,10,0
450,孔氏,宗族姓氏,文中提及的孔氏宗族,0.95,10,0
451,同治元年,朝代年号,清朝同治年间,0.95,10,0
452,广州府,地名,清代的一个行政区划，管辖佛山等地区,0.95,10,0
453,咸丰八年,朝代年号,清朝咸丰年间,0.95,10,0
454,简村陈氏,宗族姓氏,文中提及的具有地方文化意义的宗族,0.95,10,0
455,咸丰五年,朝代年号,清朝咸丰年间的第五个年份,0.95,10,0
456,陳氏,人物,季桂清之妻,0.95,10,0
457,桑基鱼塘,物产饮食,一种传统的人工生态环境，利用水稻田养鱼，鱼粪肥田，促进农业可持续发展,0.95,10,0
458,屈大均,人物,清初岭南著名学者，曾评价佛山祖庙为广东最大的真武庙,0.95,10,0
459,玄武,建筑遗迹,古代想象出的二十八星宿之一，象征北方，后成为道教大神,0.95,10,0
460,道光《佛山忠义乡志》,典籍作品,清代道光年间编纂的地方志，记载了祖庙的相关信息,0.95,10,0
461,杜甫,人物,唐代诗人，作品《赠卫八处士》,0.95,10,0
462,区瑞芝,人物,佛山市南海区文史研究者,0.95,10,0
463,潘姓,宗族姓氏,福地村主要姓氏之一,0.95,10,0
464,杨晋初,人物,清代末年南海县罗村镇罗南村人，被誉为皮王,0.95,10,0
465,咸丰,朝代年号,清代的年号之一,0.95,10,0
466,程可则,人物,清代书法家，南海人,0.95,10,0
467,南海博物馆,建筑遗迹,举办革命斗争展览的场所,0.95,10,0
468,光绪二十四年,朝代年号,清光绪年间，具体年份为1898年,0.95,10,0
469,三水县,地名,范良受邀请回到的家乡所在县,0.95,10,0
470,桂名扬,人物,著名演员，与罗家树合作,0.95,10,0
471,十三郎,人物,抗日救亡宣传者，青年时代喜爱粤剧,0.95,10,0
472,梁荫棠,人物,桂派表演艺术的传承者之一,0.95,10,0
473,庄稼,人物,中国工艺美术大师，陶塑作品丰富,0.95,10,0
474,招子良,人物,清代画家，字铭山，广东南海人,0.95,10,0
475,羊城书院,建筑遗迹,旧址在龙藏街，创办于1683年，是广州一间规模较大的书院,0.95,10,0
476,文昌沙,地名,佛山市南海区的一个旧地名,0.95,10,0
477,杜路,人物,中共佛山特别支部成员，解放战争时期在佛山一带进行秘密活动,0.95,10,0
478,普君圩,地名,明代发展到3圩6市之一，位于佛山,0.95,10,0
479,端午节,历史事件,传统节日，有划龙舟习俗,0.95,10,0
480,区太杰,人物,南海区老作者之一,0.95,10,0
481,完洪,人物,文化局副部长，参与组织活动,0.95,10,0
482,南海市图书馆,建筑遗迹,南海市的一个现代化图书馆，从手工操作发展到使用计算机和互联网服务,0.95,10,0
483,南海画院,建筑遗迹,成立于1996年6月28日，位于佛山市桂城区文化公园内，是业余美术创作和艺术研究机构,0.95,10,0
484,黎雄才,人物,,0.95,10,0
485,梁国荣,人物,南海县美术作品参展者,0.95,10,0
486,四方竹,物产饮食,象征爱情不变的植物,0.95,10,0
487,南海县图书馆,建筑遗迹,未明确具体位置，推测为旧址,0.85,10,0
488,太平圩,地名,位于西江边，与平沙一江相隔，原圩南起南海糖三涌尾莽站吊机码头,0.95,10,1
489,禄舟村,地名,位于佛山市南海区西樵山脚下，黄飞鸿狮艺武术馆所在地,0.95,10,0
490,何姓,宗族姓氏,松塘村的其中一个主要姓氏,0.95,10,0
491,石门,地名,佛山市南海区的一个地名，历史上是交通要冲,0.95,10,0
492,龙舟赛,非遗技艺,西樵重阳节传统活动，涉及龙舟竞渡,0.95,10,0
493,嘉庆皇帝,人物,清朝皇帝，文中提到其在演武厅巡视并主持殿试,0.95,10,0
494,龙狮,非遗技艺,南海区的传统民俗活动，包括舞狮、舞龙等,0.95,10,0
495,张鼎华,人物,翰林院编修，广东番禺人，神识绝人，学问极博,0.9,10,0
496,陈边村,地名,佛山市南海区的一个古村落,0.95,10,0
497,西城,地名,南海区的一个古村,0.95,10,0
498,制度局,非遗技艺,戊戌变法时期设立的负责起草宪法的新政机构,0.85,10,0
499,赵钊,人物,南海三区区长，兼任石门中学校长,0.95,10,0
500,襄陵,地名,朱九江曾任县令的地方,0.9,10,0
501,世荣,人物,林世荣，武术家，南海人,0.95,10,0
502,欧阳炎,人物,民国时期英语课老师兼动植物老师,0.95,10,0
503,同治十一年,朝代年号,清同治十一年（1872年），梁融请求改任训导职,0.95,9,0
504,宋代,朝代年号,宋代方志开始增列人物艺文内容,0.95,9,0
505,西湖书院,建筑遗迹,清代南海义学，雍正年间建立,0.95,9,0
506,义仓,建筑遗迹,清代仓储建筑，分布于多个堡乡,0.9,9,0
507,同治五年,朝代年号,清朝年号，南海县志记载时期,0.95,9,0
508,同治二年,朝代年号,清朝年号，南海县志记载的祭祀场所调整时间,0.95,9,0
509,關氏,宗族姓氏,文中提及的具有地方文化意义的关姓宗族,0.95,9,0
510,谭莹,人物,《南海县志》的分纂者,0.95,9,0
511,熊景星,人物,國朝文人，撰《采訪册·吉羊溪館詩鈔三卷》,0.95,9,0
512,先生,人物,文中指康有为，清末维新变法领袖,0.95,9,0
513,东莞,地名,古代行政区划名，今东莞市,0.95,9,0
514,白沙,地名,,0.95,9,0
515,前殿,建筑遗迹,清代佛山祖庙中轴线上的主要建筑之一,0.95,9,0
516,观音堂,建筑遗迹,祖庙中的建筑之一，名字曾改为观音磺,0.95,9,0
517,苏真人,人物,《三绘教源流搜图神大全》中提到的隐主宰正直之神,0.95,9,0
518,北帝巡游,非遗技艺,佛山北帝崇拜的民间仪式之一,0.95,9,0
519,十番,非遗技艺,佛山传统民间音乐表演形式，与八音锣鼓柜类似,0.95,9,0
520,塔坡岗,地名,佛山旧地名,0.9,9,0
521,宣统二年,朝代年号,1910年，清末时期,0.95,9,0
522,梁敦远,人物,佛山精武体育会会长,0.95,9,0
523,罗原觉,人物,金石书画鉴藏家,0.95,9,0
524,罗元恺,人物,国内外知名中医博士生导师、妇科学科带头人，运用中医辩证诊治方法治愈不少婚后不孕者,0.95,9,0
525,胡汉民,人物,广东督军，为李应林的报告书题词,0.95,9,0
526,新加坡,地名,康有为流亡期间访问和居住地,0.95,9,0
527,福禄路,地名,佛山市的地名,0.95,9,0
528,吴昌硕,人物,晚清民国时期著名国画家、书法家,0.95,9,0
529,新珠,人物,著名粤剧表演艺术家，原名朱植平，字晓波,0.95,9,0
530,关公,人物,中国历史上著名的武将，常被戏曲中塑造为英勇的形象,0.95,9,0
531,苏文炳,人物,石湾下密人，佛山曲坛艺人，幼年经历坎坷,0.95,9,0
532,石湾陶艺,非遗技艺,20世纪石湾陶艺发展的重要时期,0.95,9,0
533,佛山狮头,非遗技艺,佛山地区的传统手工艺品，以扎作狮头为主,0.95,9,0
534,廖仲恺,人物,中国国民党早期领导人之一,0.95,9,0
535,叶问,人物,佛山桑园人，在港传授咏春拳术，培养了众多拳术人才,0.95,9,0
536,李小龙,人物,叶问的学生，被后人称为功夫之王,0.95,9,0
537,居巢,人物,著名花鸟大师,0.95,9,0
538,广州美术馆,建筑遗迹,广州市内的博物馆,0.85,9,0
539,新会,地名,古代行政区划名，今江门市新会区,0.95,9,0
540,关乔昌,人物,1801-1853年，英国家喻户晓的画家钱纳利的学生，擅长油画、水彩画等,0.95,9,0
541,石湾区,地名,佛山市下辖的一个区,0.95,9,0
542,郭鉴冰,人物,民国时期佛山妇女运动的先驱，与郭幕兰、郭淑贞一同创办季华两级女子小学,0.95,9,0
543,番禺县,地名,古代县名，位于今广州市,0.95,9,0
544,龙母庙,建筑遗迹,祭祀龙母的庙宇，当地重要宗教场所,0.95,9,1
545,乾隆年间,朝代年号,清代年号，1736-1795年,0.95,9,0
546,民国13年,朝代年号,1924年，南浦农团成立的时间,0.95,9,0
547,光绪二十八年,朝代年号,清朝光绪皇帝在位时期的第二十八年，即1902年,0.95,9,0
548,民国36年,朝代年号,民国时期的纪年方式,0.95,9,0
549,贝丘遗址,建筑遗迹,原始社会时期的考古遗址，出土有陶片等文物,0.95,9,0
550,洗宝干,人物,明代史志家，南海人,0.95,9,0
551,西太后,人物,清朝末代皇帝慈禧太后,0.95,9,0
552,郑官应,人物,清末爱国华侨，简氏兄弟之一,0.95,9,0
553,梁氏家族,宗族姓氏,文中提及的地方望族,0.95,9,0
554,麒麟,非遗技艺,中国传统文化中的吉祥物，常用于庙宇装饰,0.95,9,0
555,刘永福,人物,晚清将领，南粤先贤,0.95,9,0
556,张风,人物,中国戏剧家协会广东分会会员,0.95,9,0
557,和顺镇,地名,灵洲、旗峰、凤山、松岗四诗社进行联谊雅集活动的地点,0.95,9,0
